"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Source Slide 2","Image","source_pages/slide-02.png"
"3","Course Framing","","Last Time","Progression Map","source_pages/slide-03.png"
"4","Course Framing","","Agenda","Agenda","source_pages/slide-04.png"
"5","Course Framing","","Theme for Today","Image","source_pages/slide-05.png"
"6","Course Framing","","“Take a breather”","Image","source_pages/slide-06.png"
"7","Anonymous Classes and Objects","Anonymous Classes and Objects","OOP is about classes","Section Divider","source_pages/slide-07.png"
"8","Anonymous Classes and Objects","Anonymous Classes and Objects","Anonymous classes","Image","source_pages/slide-08.png"
"9","Anonymous Classes and Objects","Anonymous Classes and Objects","Anonymous Classes","Image","source_pages/slide-09.png"
"10","Anonymous Classes and Objects","Anonymous Classes and Objects","Source Slide 10","Image","source_pages/slide-10.png"
"11","Anonymous Classes and Objects","Anonymous Classes and Objects","Anonymous objects","Image","source_pages/slide-11.png"
"12","Anonymous Classes and Objects","Anonymous Classes and Objects","Source Slide 12","Image","source_pages/slide-12.png"
"13","Anonymous Classes and Objects","Anonymous Classes and Objects","Source Slide 13","Image","source_pages/slide-13.png"
"14","Anonymous Classes and Objects","Anonymous Classes and Objects","Anonymous Object","Image","source_pages/slide-14.png"
"15","Adapter Pattern","Adapter Pattern","Use Case","Section Divider","source_pages/slide-15.png"
"16","Adapter Pattern","Adapter Pattern","• Assume we create a whizbang class which","Image","source_pages/slide-16.png"
"17","Adapter Pattern","Adapter Pattern","Source Slide 17","Image","source_pages/slide-17.png"
"18","Adapter Pattern","Adapter Pattern","Adapters","Image","source_pages/slide-18.png"
"19","Adapter Pattern","Adapter Pattern","Adapter","Image","source_pages/slide-19.png"
"20","Adapter Pattern","Adapter Pattern","Source Slide 20","Image","source_pages/slide-20.png"
"21","Adapter Pattern","Adapter Pattern","Source Slide 21","Image","source_pages/slide-21.png"
"22","Adapter Pattern","Adapter Pattern","Source Slide 22","Image","source_pages/slide-22.png"
"23","Adapter Pattern","Adapter Pattern","Source Slide 23","Image","source_pages/slide-23.png"
"24","Adapter Pattern","Adapter Pattern","https://refactoring.guru/design-patterns/adapter","Image","source_pages/slide-24.png"
"25","Adapter Pattern","Adapter Pattern","Back to Whizbang","Image","source_pages/slide-25.png"
"26","Adapter Pattern","Adapter Pattern","Source Slide 26","Image","source_pages/slide-26.png"
"27","Adapter Pattern","Adapter Pattern","Source Slide 27","Image","source_pages/slide-27.png"
"28","Adapter Pattern","Adapter Pattern","Source Slide 28","Image","source_pages/slide-28.png"
"29","Lecture Wrap-Up","","What’s this section","Section Divider","source_pages/slide-29.png"
"30","Lecture Wrap-Up","","• Learning OOP is about objects working together.","Image","source_pages/slide-30.png"
"31","Lecture Wrap-Up","","31","Image","source_pages/slide-31.png"
"32","Lecture Wrap-Up","","Ch 11 - More OOP","Image","source_pages/slide-32.png"
"33","Lecture Wrap-Up","","Homework 2 Peer Review due Sunday.","Demonstration","source_pages/slide-33.png"
"34","Homework Preflight","","Source Slide 34","Section Divider","source_pages/slide-34.png"
"35","Homework Preflight","","Homework Pre ight","Demonstration","source_pages/slide-35.png"
"36","Homework Preflight","","Exercise Goals","Demonstration","source_pages/slide-36.png"
"37","Homework Preflight","","Task","Demonstration","source_pages/slide-37.png"
"38","Homework Preflight","","Task - II","Demonstration","source_pages/slide-38.png"
"39","Homework Preflight","","Task - III","Demonstration","source_pages/slide-39.png"
"40","Class Starters","","Class Starters","Demonstration","source_pages/slide-40.png"
"41","Class Starters","","What’s the difference …","Image","source_pages/slide-41.png"
"42","Class Starters","","42","Image","source_pages/slide-42.png"
"43","Class Starters","","Sentence Starters","Demonstration","source_pages/slide-43.png"

