"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Function Templates","Function Templates","+CISP 400","Section Divider",""
"2","Function Templates","Function Templates",")>@C","Image",""
"3","Function Templates","Function Templates","decimal5!","Image",""
"4","Function Templates","Function Templates","w16.1 Excep!","Image",""
"5","Function Templates","Function Templates","w16.1 Excep!","Image",""
"6","Function Templates","Function Templates","16.3 Class Templates","Image",""
"7","Function Templates","Function Templates","p. 1007","Image",""
"8","Function Templates","Function Templates","apple:bc-appear","Image",""
"9","Function Templates","Function Templates","Function Template","Image",""
"10","Function Templates","Function Templates",")>@C","Image",""
"11","Function Templates","Function Templates","Programming Exercise","Demonstration",""
"12","Function Templates","Function Templates",")>@C","Image",""
"13","Function Templates","Function Templates","How do container classes such as vectors deal with handling different types?","Value Added",""
"14","Function Templates","Function Templates","There is no next time!","Image",""
"15","Function Templates","Function Templates",")>@C","Image",""
"16","Function Templates","Function Templates","decimal5","Image",""
"17","Function Templates","Function Templates","s this section about?","Image",""
"18","Function Templates","Function Templates","w16.1 Excep!","Image",""
"19","Function Templates","Function Templates",")>TS","Image",""
"20","Function Templates","Function Templates",")>hX","Image",""
"21","Function Templates","Function Templates",")>@C","Image",""
"22","Function Templates","Function Templates","decimal5!","Image",""
"23","Function Templates","Function Templates","Programming Exercise","Demonstration",""
"24","Function Templates","Function Templates","Exercise","Demonstration",""
"25","Class Templates","Class Templates","Exercise","Demonstration",""
"26","Class Templates","Class Templates",")>@C","Image",""
"27","Class Templates","Class Templates","Lightning Review Questions","Review",""
"28","Class Templates","Class Templates","All at Once","Image",""
"29","Class Templates","Class Templates",")>@C","Image",""
"30","Class Templates","Class Templates","1Part of the template class in SimpleVector(mod).h","Image",""
"31","Class Templates","Class Templates",")>@C","Image",""
"32","Class Templates","Class Templates",")>@C","Image",""
"33","Class Templates","Class Templates",")>@C","Image",""
"34","Class Templates","Class Templates","-6lY","Image",""
"35","Class Templates","Class Templates","-6lY","Image",""
"36","Class Templates","Class Templates","-6XT","Image",""
"37","Class Templates","Class Templates","decimal?!","Image",""
"38","Class Templates","Class Templates","$16.1 Class Templates and Inheritance","Image",""
"39","Class Templates","Class Templates",")>@C","Image",""
"40","Class Templates","Class Templates","Exercise Goals","Demonstration",""
"41","Template Type Deduction and Specialization","Template Type Deduction and Specialization","Programming Exercise","Demonstration",""
"42","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"43","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>`V","Image",""
"44","Template Type Deduction and Specialization","Template Type Deduction and Specialization","$>:+C","Image",""
"45","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"46","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"47","Template Type Deduction and Specialization","Template Type Deduction and Specialization","0Tested - I can change this type to anything now.","Image",""
"48","Template Type Deduction and Specialization","Template Type Deduction and Specialization","=Problem: How do we uniformly process data of differing types?","Value Added",""
"49","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"50","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"51","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"52","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"53","Template Type Deduction and Specialization","Template Type Deduction and Specialization",")>@C","Image",""
"54","Template Type Deduction and Specialization","Template Type Deduction and Specialization","Desk Check Exercise","Demonstration",""
"55","Generic Programming Activities","","3We can also cast it before we send the arguments","Section Divider",""
"56","Generic Programming Activities","","All at Once","Image",""
"57","Generic Programming Activities","","Template Options","Image",""
"58","Generic Programming Activities","",")>t[","Image",""
"59","Generic Programming Activities","","All at Once","Image",""
"60","Generic Programming Activities","","All at Once","Image",""
"61","Generic Programming Activities","","All at Once","Image",""
"62","Generic Programming Activities","","All at Once","Image",""
"63","Generic Programming Activities","","F-:(/C","Image",""
"64","Generic Programming Activities","",")>dW","Image",""
"65","Generic Programming Activities","","Purpose & Task","Value Added",""
"66","Generic Programming Activities","","decimal?!","Image",""
"67","Generic Programming Activities","",")>@C","Image",""
"68","Generic Programming Activities","","All at Onc","Image",""
"69","Generic Programming Activities","","All at Once","Image",""
"70","Generic Programming Activities","","p.999","Image",""
"71","Generic Programming Activities","","decimal?!","Image",""
"72","Generic Programming Activities","","decimal?!","Image",""
"73","Generic Programming Activities","",")>pZ","Image",""
"74","Generic Programming Activities","","TCan be a T (same as input type) or any other type (int  float  etc)","Image",""
"75","Generic Programming Activities","","All at Once","Image",""
"76","Generic Programming Activities","","decimal?!","Image",""
"77","Generic Programming Activities","","F-:()C","Image",""
"78","Generic Programming Activities","","decimal?!","Image",""
"79","Generic Programming Activities","","decimal?!","Image",""
"80","Generic Programming Activities","","1<PHU","Image",""
"81","Generic Programming Activities","",")>dW","Image",""
"82","Generic Programming Activities","",")>\U","Image",""
"83","Generic Programming Activities","","decimal?!","Image",""
"84","Generic Programming Activities","",")>@C","Image",""
"85","Generic Programming Activities","",")>pZ","Image",""
"86","Generic Programming Activities","","decimal?!","Image",""
"87","Generic Programming Activities","","16.2 Function Templates","Image",""
"88","Generic Programming Activities","","decimal5!","Image",""


