"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Source Slide 2","Image","source_pages/slide-02.png"
"3","Course Framing","","Lightning Review","Demonstration","source_pages/slide-03.png"
"4","Course Framing","","Lightning Review","Demonstration","source_pages/slide-04.png"
"5","Course Framing","","Theme for Today","Image","source_pages/slide-05.png"
"6","Course Framing","","“There’s more to Objects than you imagined.”","Image","source_pages/slide-06.png"
"7","Course Framing","","Chapter 11","Image","source_pages/slide-07.png"
"8","Course Framing","","Ch 11 - More OOP","Image","source_pages/slide-08.png"
"9","Course Framing","","Ch 11 - More OOP","Image","source_pages/slide-09.png"
"10","Constructors and Constructor Overloading","Constructors and Constructor Overloading","7.6 Constructors","Section Divider","source_pages/slide-10.png"
"11","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Constructors","Image","source_pages/slide-11.png"
"12","Constructors and Constructor Overloading","Constructors and Constructor Overloading","• Does this mean classes which we have not created","Image","source_pages/slide-12.png"
"13","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Constructor Use Case","Image","source_pages/slide-13.png"
"14","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Constructors as an interface","Image","source_pages/slide-14.png"
"15","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Overloading Constructors","Image","source_pages/slide-15.png"
"16","Constructors and Constructor Overloading","Constructors and Constructor Overloading","• Computer always makes a default constructor - unless you write","Process Pattern","source_pages/slide-16.png"
"17","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Bottom Line","Process Pattern","source_pages/slide-17.png"
"18","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Source Slide 18","Image","source_pages/slide-18.png"
"19","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Source Slide 19","Image","source_pages/slide-19.png"
"20","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Constructors  functions","Image","source_pages/slide-20.png"
"21","Constructors and Constructor Overloading","Constructors and Constructor Overloading","• Distinguishing between various constructors and","Image","source_pages/slide-21.png"
"22","Constructors and Constructor Overloading","Constructors and Constructor Overloading","Class ABC {","Image","source_pages/slide-22.png"
