"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Chapter 11","Image","source_pages/slide-02.png"
"3","Course Framing","","Agenda","Agenda","source_pages/slide-03.png"
"4","Course Framing","","Agenda","Agenda","source_pages/slide-04.png"
"5","Course Framing","","Lightning Review","Demonstration","source_pages/slide-05.png"
"6","Course Framing","","Lightning Review","Demonstration","source_pages/slide-06.png"
"7","Deep Copy","Deep Copy","Programming Exercise","Demonstration","source_pages/slide-07.png"
"8","Deep Copy","Deep Copy","Programming Exercise","Demonstration","source_pages/slide-08.png"
"9","Deep Copy","Deep Copy","Programming Exercise","Demonstration","source_pages/slide-09.png"
"10","Deep Copy","Deep Copy","Let’s build the assignment","Image","source_pages/slide-10.png"
"11","Deep Copy","Deep Copy","Source Slide 11","Image","source_pages/slide-11.png"
"12","Deep Copy","Deep Copy","Now  lets move those scalar variables","Image","source_pages/slide-12.png"
"13","Deep Copy","Deep Copy","Source Slide 13","Image","source_pages/slide-13.png"
"14","Deep Copy","Deep Copy","Let’s make the array out of","Image","source_pages/slide-14.png"
"15","Deep Copy","Deep Copy","Source Slide 15","Image","source_pages/slide-15.png"
"16","Deep Copy","Deep Copy","What went wrong?","Image","source_pages/slide-16.png"
"17","Deep Copy","Deep Copy","Let’s x that …","Image","source_pages/slide-17.png"
"18","Deep Copy","Deep Copy","Deep Copy","Image","source_pages/slide-18.png"
"19","Deep Copy","Deep Copy","Let’s x the copy constructor","Image","source_pages/slide-19.png"
"20","Deep Copy","Deep Copy","Source Slide 20","Image","source_pages/slide-20.png"
"21","Deep Copy","Deep Copy","Finally  x the assignment","Image","source_pages/slide-21.png"
"22","Deep Copy","Deep Copy","Source Slide 22","Image","source_pages/slide-22.png"
"23","Deep Copy","Deep Copy","Ta Da! Fixed!","Image","source_pages/slide-23.png"
"24","Deep Copy","Deep Copy","Serialization Problem","Opening Question","source_pages/slide-24.png"
"25","Deep Copy","Deep Copy","Serialization Problem","Opening Question","source_pages/slide-25.png"
"26","Deep Copy","Deep Copy","what to do???","Image","source_pages/slide-26.png"
"27","Deep Copy","Deep Copy","why?","Opening Question","source_pages/slide-27.png"
"28","Deep Copy","Deep Copy","How?","Process Pattern","source_pages/slide-28.png"
"29","Deep Copy","Deep Copy","• Shallow Copy - Memberwise assignment","Image","source_pages/slide-29.png"
"30","Deep Copy","Deep Copy","Possible Deep/Shallow","Process Pattern","source_pages/slide-30.png"
"31","Deep Copy","Deep Copy","• So  we need to decide if we want to use a deep or","Image","source_pages/slide-31.png"
"32","Deep Copy","Deep Copy","Pointer decisions","Process Pattern","source_pages/slide-32.png"
"33","Deep Copy","Deep Copy","Shallow Copy","Image","source_pages/slide-33.png"
"34","Deep Copy","Deep Copy","Deep Copy","Image","source_pages/slide-34.png"
"35","Deep Copy","Deep Copy","Forbid Copy","Image","source_pages/slide-35.png"
"36","Deep Copy","Deep Copy","• DOCUMENT whatever you do and why.","Opening Question","source_pages/slide-36.png"
"37","Rvalue References and Move Operations","Rvalue References and Move Operations","Let’s take another look","Section Divider","source_pages/slide-37.png"
"38","Rvalue References and Move Operations","Rvalue References and Move Operations","Source Slide 38","Image","source_pages/slide-38.png"
"39","Rvalue References and Move Operations","Rvalue References and Move Operations","Source Slide 39","Image","source_pages/slide-39.png"
"40","Rvalue References and Move Operations","Rvalue References and Move Operations","Remember","Image","source_pages/slide-40.png"
"41","Rvalue References and Move Operations","Rvalue References and Move Operations","Cool! Now let’s say …","Image","source_pages/slide-41.png"
"42","Rvalue References and Move Operations","Rvalue References and Move Operations","We have a function call …","Image","source_pages/slide-42.png"
"43","Rvalue References and Move Operations","Rvalue References and Move Operations","11.7 Rvalue References","Enumerate","source_pages/slide-43.png"
"44","Rvalue References and Move Operations","Rvalue References and Move Operations","What REALLY happens during a function call …","Image","source_pages/slide-44.png"
"45","Rvalue References and Move Operations","Rvalue References and Move Operations","• lvalue - A ‘named’ variable which can be called","Image","source_pages/slide-45.png"
"46","Rvalue References and Move Operations","Rvalue References and Move Operations","An lvalue reference is any value which can have a","Enumerate","source_pages/slide-46.png"
"47","Rvalue References and Move Operations","Rvalue References and Move Operations","• Normally  we can’t access rValues.","Image","source_pages/slide-47.png"
"48","Rvalue References and Move Operations","Rvalue References and Move Operations","Ok. So what?","Image","source_pages/slide-48.png"
"49","Rvalue References and Move Operations","Rvalue References and Move Operations","A Reference Variable works here because Db","Enumerate","source_pages/slide-49.png"
"50","Rvalue References and Move Operations","Rvalue References and Move Operations","Now  what if we did this …","Image","source_pages/slide-50.png"
"51","Rvalue References and Move Operations","Rvalue References and Move Operations","What happens is Foo() returns an rValue. That","Image","source_pages/slide-51.png"
"52","Rvalue References and Move Operations","Rvalue References and Move Operations","Then  assignment performs another shallow copy","Image","source_pages/slide-52.png"
"53","Rvalue References and Move Operations","Rvalue References and Move Operations","What do we do?","Image","source_pages/slide-53.png"
"54","Rvalue References and Move Operations","Rvalue References and Move Operations","Complete setup looks like","Image","source_pages/slide-54.png"
"55","Rvalue References and Move Operations","Rvalue References and Move Operations","Source Slide 55","Image","source_pages/slide-55.png"
"56","Programming Exercise","","Exercise","Demonstration","source_pages/slide-56.png"
"57","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-57.png"
"58","Lecture Wrap-Up","","What’s this section","Section Divider","source_pages/slide-58.png"
"59","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-59.png"
"60","Lecture Wrap-Up","","Key Takeaway","Image","source_pages/slide-60.png"
"61","Lecture Wrap-Up","","61","Image","source_pages/slide-61.png"
"62","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-62.png"
"63","Homework Peer Review","","Peer Review 3 due Sunday.","Demonstration","source_pages/slide-63.png"
"64","Homework Peer Review","","Homework 3 Peer","Demonstration","source_pages/slide-64.png"
