"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Chapter 11","Image","source_pages/slide-02.png"
"3","Course Framing","","Agenda","Agenda","source_pages/slide-03.png"
"4","Course Framing","","Agenda","Agenda","source_pages/slide-04.png"
"5","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Code Together","Demonstration","source_pages/slide-05.png"
"6","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","• Code a rectangle class","Image","source_pages/slide-06.png"
"7","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Debugging","Demonstration","source_pages/slide-07.png"
"8","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Exercise Goals","Demonstration","source_pages/slide-08.png"
"9","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Debug Exercise","Demonstration","source_pages/slide-09.png"
"10","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 10","Image","source_pages/slide-10.png"
"11","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 11","Image","source_pages/slide-11.png"
"12","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Functions & Methods","Image","source_pages/slide-12.png"
"13","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","3 ways to create functions/","Process Pattern","source_pages/slide-13.png"
"14","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","3 ways to create functions/","Process Pattern","source_pages/slide-14.png"
"15","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 15","Image","source_pages/slide-15.png"
"16","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 16","Image","source_pages/slide-16.png"
"17","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","3 ways to create functions/","Process Pattern","source_pages/slide-17.png"
"18","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 18","Image","source_pages/slide-18.png"
"19","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Recall…","Image","source_pages/slide-19.png"
"20","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","3 ways to create functions/","Process Pattern","source_pages/slide-20.png"
"21","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 21","Image","source_pages/slide-21.png"
"22","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 22","Image","source_pages/slide-22.png"
"23","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","11.5 Copy","Image","source_pages/slide-23.png"
"24","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Have you ever wondered …","Image","source_pages/slide-24.png"
"25","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 25","Image","source_pages/slide-25.png"
"26","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 26","Image","source_pages/slide-26.png"
"27","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Why does this work?","Opening Question","source_pages/slide-27.png"
"28","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","• Constructors!","Image","source_pages/slide-28.png"
"29","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 29","Image","source_pages/slide-29.png"
"30","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","• The book & I use the terms copy and assignment","Image","source_pages/slide-30.png"
"31","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Source Slide 31","Image","source_pages/slide-31.png"
"32","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Comparing the Assignment","Image","source_pages/slide-32.png"
"33","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","Initialization","Image","source_pages/slide-33.png"
"34","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","The assignment operator","Image","source_pages/slide-34.png"
"35","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","The copy constructor","Image","source_pages/slide-35.png"
"36","Copy Constructors and Memberwise Assignment","Copy Constructors and Memberwise Assignment","• Let’s take a second and explore Memberwise","Image","source_pages/slide-36.png"
"37","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","11.4 Memberwise","Section Divider","source_pages/slide-37.png"
"38","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Have you ever wondered what happens when we","Image","source_pages/slide-38.png"
"39","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","We use memberwise assignment.","Image","source_pages/slide-39.png"
"40","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","This is called a Shallow Copy.","Image","source_pages/slide-40.png"
"41","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","• but sometimes  it is.","Image","source_pages/slide-41.png"
"42","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Have you ever wondered what happens when we","Image","source_pages/slide-42.png"
"43","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Source Slide 43","Image","source_pages/slide-43.png"
"44","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Source Slide 44","Image","source_pages/slide-44.png"
"45","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Let’s see this example","Image","source_pages/slide-45.png"
"46","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Source Slide 46","Image","source_pages/slide-46.png"
"47","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","Source Slide 47","Image","source_pages/slide-47.png"
"48","Shallow Copies and the Serialization Problem","Shallow Copies and the Serialization Problem","This means …","Image","source_pages/slide-48.png"
