"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Functors","Functors","+CISP 400","Section Divider",""
"2","Functors","Functors","Chapter 11","Image",""
"3","Functors","Functors",")>`V","Image",""
"4","Functors","Functors","Chapter 11","Image",""
"5","Functors","Functors",")>`V","Image",""
"6","Functors","Functors",")>@C","Image",""
"7","Functors","Functors",")>@C","Image",""
"8","Functors","Functors","Exercise Goals","Demonstration",""
"9","Functors","Functors","Programming Exercise","Demonstration",""
"10","Functors","Functors",")>pZ","Image",""
"11","Functors","Functors","decimal5!","Image",""
"12","Functors","Functors","0[capture clause](parameter list) {function body}","Image",""
"13","Functors","Functors","Lambda Expresion form","Image",""
"14","Functors","Functors","Lambda Expressions","Image",""
"15","Functors","Functors","vCreating those classes for a functor seems like a waste - lots of work for just an operator().","Image",""
"16","Functors","Functors","Lambda Functions","Image",""
"17","Functors","Functors",")>@C","Image",""
"18","Functors","Functors",")>@C","Image",""
"19","Functors","Functors","Predicates - a function which acts as a yes or no question.","Image",""
"20","Functors","Functors",")>pZ","Image",""
"21","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","Range Based Loops","Section Divider",""
"22","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","Range Based Loops","Image",""
"23","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"24","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"25","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"26","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"27","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"28","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>/]","Image",""
"29","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"30","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"31","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","functors are","Image",""
"32","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","Polluting the Namespace","Image",""
"33","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"34","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","Easier to read","Image",""
"35","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>@C","Image",""
"36","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","C5&E=","Image",""
"37","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each",")>dW","Image",""
"38","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","%State is stored in the object itself.","Image",""
"39","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","1\!<>","Image",""
"40","Range-Based Loops and std::for_each","Range-Based Loops and std::for_each","decimal5!","Image",""
"41","Lambda Expressions","Lambda Expressions","decimal5!","Section Divider",""
"42","Lambda Expressions","Lambda Expressions",")>`V","Image",""
"43","Lambda Expressions","Lambda Expressions",")>`V","Image",""
"44","Lambda Expressions","Lambda Expressions","By Bullet Group","Image",""
"45","Lambda Expressions","Lambda Expressions","s this section about?","Image",""
"46","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Source Slide 46","Section Divider",""
"47","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Programming Exercise","Demonstration",""
"48","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Programming Exercise","Demonstration",""
"49","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","decimal5","Image",""
"50","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Programming Exercise","Demonstration",""
"51","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Exercise Goals","Demonstration",""
"52","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"53","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Programming Exercise","Demonstration",""
"54","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"55","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","J-<PD","Image",""
"56","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"57","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"58","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"59","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","J-<P:r^D","Image",""
"60","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"61","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Range Based Loops","Image",""
"62","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Lambda and Functor Use Cases","Value Added",""
"63","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>lY","Image",""
"64","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"65","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"66","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>lY","Image",""
"67","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"68","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>@C","Image",""
"69","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","s the big deal?","Image",""
"70","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>lY","Image",""
"71","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>lY","Image",""
"72","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","7This is a traditional callback with a func","Image",""
"73","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","G42!B!","Image",""
"74","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>lY","Image",""
"75","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","When to use them?","Image",""
"76","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","1:PAb","Image",""
"77","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Another example","Image",""
"78","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Why closures matter","Value Added",""
"79","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","F-:(+C","Image",""
"80","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Lambda is a much better solution","Image",""
"81","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","There","Image",""
"82","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","std::function","Image",""
"83","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks",")>/]","Image",""
"84","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","n+D8","Image",""
"85","Lambda Use Cases Closures and Callbacks","Lambda Use Cases Closures and Callbacks","Desk Check Exercise","Demonstration",""
"86","Activities and Desk Check","","s My Output?","Section Divider",""
"87","Activities and Desk Check","","Exercise Goals","Demonstration",""
"88","Activities and Desk Check","",")>@C","Image",""
"89","Activities and Desk Check","",")>@C","Image",""
"90","Activities and Desk Check","",")>hX","Image",""


