"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Big Idea","Opening Question","source_pages/slide-02.png"
"3","Course Framing","","What’s this chapter","Opening Question","source_pages/slide-03.png"
"4","Course Framing","","Related to Previous","Opening Question","source_pages/slide-04.png"
"5","Course Framing","","Last Time","Progression Map","source_pages/slide-05.png"
"6","Course Framing","","Agenda","Agenda","source_pages/slide-06.png"
"7","Course Framing","","Agenda","Agenda","source_pages/slide-07.png"
"8","Pointer Variables in Memory","Pointer Variables in Memory","10.2 Pointer Variables","Section Divider","source_pages/slide-08.png"
"9","Pointer Variables in Memory","Pointer Variables in Memory","What does this","Image","source_pages/slide-09.png"
"10","Pointer Variables in Memory","Pointer Variables in Memory","Source Slide 10","Image","source_pages/slide-10.png"
"11","Pointer Variables in Memory","Pointer Variables in Memory","Pointer Activity I","Image","source_pages/slide-11.png"
"12","Pointer Variables in Memory","Pointer Variables in Memory","• Create 2 ints and a pointer variable.","Image","source_pages/slide-12.png"
"13","Pointer Variables in Memory","Pointer Variables in Memory","• Point to the rst int.","Image","source_pages/slide-13.png"
"14","Pointer Variables in Memory","Pointer Variables in Memory","• Reassign the pointer to the second int.","Image","source_pages/slide-14.png"
"15","Pointer Variables in Memory","Pointer Variables in Memory","• Create a second pointer and also assign that to the","Image","source_pages/slide-15.png"
"16","Pointer Variables in Memory","Pointer Variables in Memory","• Assign a different value to the second int.","Image","source_pages/slide-16.png"
"17","Pointer Variables in Memory","Pointer Variables in Memory","Source Slide 17","Image","source_pages/slide-17.png"
"18","Desk Check","","Desk Check","Demonstration","source_pages/slide-18.png"
"19","Desk Check","","Exercise Goals","Demonstration","source_pages/slide-19.png"
"20","Desk Check","","Desk Check Exercise","Demonstration","source_pages/slide-20.png"
"21","Desk Check","","21","Image","source_pages/slide-21.png"
"22","Desk Check","","22","Image","source_pages/slide-22.png"
"23","Comparing Pointers","Comparing Pointers","10.6 Comparing","Section Divider","source_pages/slide-23.png"
"24","Comparing Pointers","Comparing Pointers","We can use logical comparisons with pointers.","Image","source_pages/slide-24.png"
"25","Comparing Pointers","Comparing Pointers","Why Do This?","Opening Question","source_pages/slide-25.png"
"26","Comparing Pointers","Comparing Pointers","Common use","Image","source_pages/slide-26.png"
"27","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","10.8 Pointers to","Section Divider","source_pages/slide-27.png"
"28","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Things get tricky when we start to mix const and","Image","source_pages/slide-28.png"
"29","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","• Pointer to a constant.","Image","source_pages/slide-29.png"
"30","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Why use const?","Opening Question","source_pages/slide-30.png"
"31","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Source Slide 31","Image","source_pages/slide-31.png"
"32","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Pointer to a constant.","Image","source_pages/slide-32.png"
"33","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","const int* pAge","Image","source_pages/slide-33.png"
"34","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Download this.","Image","source_pages/slide-34.png"
"35","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","const pointer","Image","source_pages/slide-35.png"
"36","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","int age = 22;","Image","source_pages/slide-36.png"
"37","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","int* const cPtr = &age;","Image","source_pages/slide-37.png"
"38","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Constant pointers to constants","Image","source_pages/slide-38.png"
"39","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","int age = 22;","Image","source_pages/slide-39.png"
"40","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","const int* const cPtr = &age;","Image","source_pages/slide-40.png"
"41","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","41","Image","source_pages/slide-41.png"
"42","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","• Pointer to a constant - can’t change data.","Image","source_pages/slide-42.png"
"43","Pointers to Constants and Constant Pointers","Pointers to Constants and Constant Pointers","Change Change","Image","source_pages/slide-43.png"
"44","Pointers as Function Parameters","Pointers as Function Parameters","10.7 Pointers as","Section Divider","source_pages/slide-44.png"
"45","Pointers as Function Parameters","Pointers as Function Parameters","“A pointer can be used as a function parameter.","Image","source_pages/slide-45.png"
"46","Pointers as Function Parameters","Pointers as Function Parameters","Why do this?","Opening Question","source_pages/slide-46.png"
"47","Pointers as Function Parameters","Pointers as Function Parameters","Source Slide 47","Image","source_pages/slide-47.png"
"48","Pointers as Function Parameters","Pointers as Function Parameters","48","Image","source_pages/slide-48.png"
"49","Pointers as Function Parameters","Pointers as Function Parameters","Pointer Reference Variable","Enumerate","source_pages/slide-49.png"
"50","Returning and Reassigning Pointers","Returning and Reassigning Pointers","What about getting a pointer","Section Divider","source_pages/slide-50.png"
"51","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 51","Image","source_pages/slide-51.png"
"52","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Now  that’s all well","Image","source_pages/slide-52.png"
"53","Returning and Reassigning Pointers","Returning and Reassigning Pointers","• That is …","Image","source_pages/slide-53.png"
"54","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Pointer Reference Variable","Enumerate","source_pages/slide-54.png"
"55","Returning and Reassigning Pointers","Returning and Reassigning Pointers","getNumber(int* input) 0xFF","Image","source_pages/slide-55.png"
"56","Returning and Reassigning Pointers","Returning and Reassigning Pointers","How can we change the pointer","Image","source_pages/slide-56.png"
"57","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 57","Image","source_pages/slide-57.png"
"58","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 58","Image","source_pages/slide-58.png"
"59","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 59","Image","source_pages/slide-59.png"
"60","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 60","Image","source_pages/slide-60.png"
"61","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 61","Image","source_pages/slide-61.png"
"62","Returning and Reassigning Pointers","Returning and Reassigning Pointers","Source Slide 62","Image","source_pages/slide-62.png"
"63","Desk Check","","Desk Check","Demonstration","source_pages/slide-63.png"
"64","Desk Check","","Exercise Goals","Demonstration","source_pages/slide-64.png"
"65","Desk Check","","Desk Check Exercise","Demonstration","source_pages/slide-65.png"
"66","Desk Check","","Source Slide 66","Image","source_pages/slide-66.png"
"67","Desk Check","","Source Slide 67","Image","source_pages/slide-67.png"
"68","Function Pointers","Function Pointers","Function Pointers","Section Divider","source_pages/slide-68.png"
"69","Function Pointers","Function Pointers","We’ve been using addresses to store stuff in memory.","Image","source_pages/slide-69.png"
"70","Function Pointers","Function Pointers","Can we jump to the address of a function?","Image","source_pages/slide-70.png"
"71","Function Pointers","Function Pointers","Can we jump to the address of a function?","Image","source_pages/slide-71.png"
"72","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-72.png"
