Slide Number,Topic,Subject,Title,Category,Filename
1,Course Framing,,CISP 400,Agenda,
2,Course Framing,,Chapter 11 More OOP,Agenda,
3,Course Framing,,Course Review,Agenda,
4,Course Framing,,Course Review,Agenda,
5,Course Framing,,Course Review,Agenda,
6,Course Framing,,Course Review,Agenda,
7,Class Relationships,Class Relationships,Relationships,Define,
8,Class Relationships,Class Relationships,Relationship Overview,Define,
9,Class Relationships,Class Relationships,Relationship Overview,Define,
10,Class Relationships,Class Relationships,Aggregation Design,Define,
11,Class Relationships,Class Relationships,Aggregation Design,Define,
12,Class Relationships,Class Relationships,Aggregation Design,Define,
13,Class Relationships,Class Relationships,Aggregation Design,Define,
14,Class Relationships,Class Relationships,Strong Aggregation,Define,
15,Class Relationships,Class Relationships,Strong Aggregation,Define,
16,Class Relationships,Class Relationships,Strong Aggregation,Define,
17,Class Relationships,Class Relationships,Relationship Types,Decision Point,
18,Class Relationships,Class Relationships,Relationship Types,Decision Point,
19,Class Relationships,Class Relationships,Relationship Types,Decision Point,
20,Class Relationships,Class Relationships,Relationship Types,Decision Point,
21,Class Relationships,Class Relationships,Modeling Relationships,Define,
22,Class Relationships,Class Relationships,Modeling Relationships,Define,
23,Class Relationships,Class Relationships,Modeling Relationships,Define,
24,Class Relationships,Class Relationships,Modeling Relationships,Define,
25,Aggregation and Composition,Aggregation and Composition,Composition Setup,Define,
26,Aggregation and Composition,Aggregation and Composition,Composition Setup,Define,
27,Aggregation and Composition,Aggregation and Composition,Composition Setup,Define,
28,Aggregation and Composition,Aggregation and Composition,Composition Context,Define,
29,Aggregation and Composition,Aggregation and Composition,Composition Context,Define,
30,Aggregation and Composition,Aggregation and Composition,Composition Context,Define,
31,Aggregation and Composition,Aggregation and Composition,Composition Context,Define,
32,Aggregation and Composition,Aggregation and Composition,Programming Exercise,Appendix - Practice,
33,Aggregation and Composition,Aggregation and Composition,Programming Exercise,Appendix - Practice,
34,Aggregation and Composition,Aggregation and Composition,Exercise Goals,Appendix - Practice,
35,Aggregation and Composition,Aggregation and Composition,Exercise Goals,Appendix - Practice,
36,Aggregation and Composition,Aggregation and Composition,Exercise Goals,Appendix - Practice,
37,Aggregation and Composition,Aggregation and Composition,Key Takeaway,Summary,
38,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
39,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
40,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
41,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
42,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
43,Aggregation and Composition,Aggregation and Composition,Homework and Exercise Tasks,Appendix - Practice,
44,Aggregation and Composition,Aggregation and Composition,Aggregation and Composition,Define,
45,Aggregation and Composition,Aggregation and Composition,Aggregation and Composition,Define,
46,Aggregation and Composition,Aggregation and Composition,Aggregation and Composition,Define,
47,Aggregation and Composition,Aggregation and Composition,Passing Data to Back-End Objects,Define,
48,Aggregation and Composition,Aggregation and Composition,Passing Data to Back-End Objects,Define,
49,Aggregation and Composition,Aggregation and Composition,Passing Data to Back-End Objects,Define,
50,Aggregation and Composition,Aggregation and Composition,Passing Data to Back-End Objects,Define,
51,Aggregation and Composition,Aggregation and Composition,Initialization Lists,Define,
52,Aggregation and Composition,Aggregation and Composition,Initialization Lists,Define,
53,Aggregation and Composition,Aggregation and Composition,Initialization Lists,Define,
54,Aggregation and Composition,Aggregation and Composition,Exercise Debrief,Appendix - Practice,
55,Aggregation and Composition,Aggregation and Composition,Exercise Debrief,Appendix - Practice,
56,Aggregation and Composition,Aggregation and Composition,Exercise Debrief,Appendix - Practice,
57,Aggregation and Composition,Aggregation and Composition,Exercise Debrief,Appendix - Practice,
58,Aggregation and Composition,Aggregation and Composition,Exercise Debrief,Appendix - Practice,
59,Conversion Review,Conversion Review,Last Time Review,Agenda,
60,Conversion Review,Conversion Review,Last Time Review,Agenda,
61,Conversion Review,Conversion Review,Last Time Review,Agenda,
62,Conversion Review,Conversion Review,Conversion Operators,Define,
63,Conversion Review,Conversion Review,Conversion Operators,Define,
64,Conversion Review,Conversion Review,Conversion Operators,Define,
65,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
66,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
67,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
68,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
69,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
70,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
71,Conversion Review,Conversion Review,Conversion Exercise,Appendix - Practice,
72,Lambda Review,,Lambda Review,Summary,
73,Lambda Review,,Lambda Review,Summary,
74,Lambda Review,,Lambda Review,Summary,
75,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
76,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
77,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
78,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
79,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
80,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
81,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
82,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
83,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
84,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
85,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
86,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
87,Composition Applications,Aggregation and Composition,Composition Applications,Demonstration,
88,Inheritance Basics,Inheritance,Overriding Base Class Functions,Define,
