"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Last Time","Progression Map","source_pages/slide-02.png"
"3","Course Framing","","• Class introduction  some C++ stuff.","Image","source_pages/slide-03.png"
"4","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-04.png"
"5","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-05.png"
"6","Programming Exercise","","6","Image","source_pages/slide-06.png"
"7","Programming Exercise","","7","Image","source_pages/slide-07.png"
"8","Programming Exercise","","Debrief","Image","source_pages/slide-08.png"
"9","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","Chapter 10","Section Divider","source_pages/slide-09.png"
"10","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","What’s this chapter","Opening Question","source_pages/slide-10.png"
"11","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","C++ Overview","Image","source_pages/slide-11.png"
"12","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","in CISP 360  you learned C++ has 3 types of","Image","source_pages/slide-12.png"
"13","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","Big Idea","Opening Question","source_pages/slide-13.png"
"14","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","Related to Previous","Opening Question","source_pages/slide-14.png"
"15","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","Agenda","Agenda","source_pages/slide-15.png"
"16","Pointer Motivation and Memory Addresses","Pointer Motivation and Memory Addresses","Agenda","Agenda","source_pages/slide-16.png"
"17","Pointers and the Address Operator","Pointers and the Address Operator","10.1 Pointers and The","Section Divider","source_pages/slide-17.png"
"18","Pointers and the Address Operator","Pointers and the Address Operator","Source Slide 18","Image","source_pages/slide-18.png"
"19","Pointers and the Address Operator","Pointers and the Address Operator","Source Slide 19","Image","source_pages/slide-19.png"
"20","Arrays and Pointers","Arrays and Pointers","10.3 The Relationship","Section Divider","source_pages/slide-20.png"
"21","Arrays and Pointers","Arrays and Pointers","• Pointers really aren’t all that scary.","Image","source_pages/slide-21.png"
"22","Pointer Arithmetic","Pointer Arithmetic","Run this  then try to access more than the rst element using","Image","source_pages/slide-22.png"
