"Slide Number","Topic","Subject","Title","Category","Filename"
"1","Course Framing","","CISP 400","Section Divider","source_pages/slide-01.png"
"2","Course Framing","","Source Slide 2","Image","source_pages/slide-02.png"
"3","Course Framing","","Last Time","Progression Map","source_pages/slide-03.png"
"4","Course Framing","","Agenda","Agenda","source_pages/slide-04.png"
"5","Course Framing","","Theme for Today","Image","source_pages/slide-05.png"
"6","Course Framing","","“Character Arrays”","Image","source_pages/slide-06.png"
"7","Course Framing","","Chapter 12","Image","source_pages/slide-07.png"
"8","Course Framing","","Agenda","Agenda","source_pages/slide-08.png"
"9","Course Framing","","Agenda","Agenda","source_pages/slide-09.png"
"10","Course Framing","","Big Idea","Opening Question","source_pages/slide-10.png"
"11","Course Framing","","Related to Previous","Opening Question","source_pages/slide-11.png"
"12","C-Strings and Character Arrays","C-Strings and Character Arrays","12.1 C-Strings","Section Divider","source_pages/slide-12.png"
"13","C-Strings and Character Arrays","C-Strings and Character Arrays","C++ Strings","Image","source_pages/slide-13.png"
"14","C-Strings and Character Arrays","C-Strings and Character Arrays","C strings","Image","source_pages/slide-14.png"
"15","C-Strings and Character Arrays","C-Strings and Character Arrays","Variable type of a C-String is a pointer to char.","Image","source_pages/slide-15.png"
"16","C-Strings and Character Arrays","C-Strings and Character Arrays","✎","Image","source_pages/slide-16.png"
"17","C-Strings and Character Arrays","C-Strings and Character Arrays","We need to be mindful of buffer over ow/overrun with","Image","source_pages/slide-17.png"
"18","C-Strings and Character Arrays","C-Strings and Character Arrays","Stop buffer overrun","Image","source_pages/slide-18.png"
"19","C-Strings and Character Arrays","C-Strings and Character Arrays","We also can read in an entire line of text to the C","Image","source_pages/slide-19.png"
"20","C-Strings and Character Arrays","C-Strings and Character Arrays","This is NOT the same as getline();","Image","source_pages/slide-20.png"
"21","C-Strings and Character Arrays","C-Strings and Character Arrays","Ways to access C-Strings","Process Pattern","source_pages/slide-21.png"
"22","C-Strings and Character Arrays","C-Strings and Character Arrays","22","Image","source_pages/slide-22.png"
"23","C-Strings and Character Arrays","C-Strings and Character Arrays","23","Image","source_pages/slide-23.png"
"24","C-Strings and Character Arrays","C-Strings and Character Arrays","C-String General Rules","Process Pattern","source_pages/slide-24.png"
